Rk,Player,First_Name,Last_Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Steven Adams,Steven,Adams,C,26,OKC,63,63,26.7,4.5,7.6,0.592,0,0,0.333,4.5,7.5,0.594,0.593,1.9,3.2,0.582,3.3,6,9.3,2.3,0.8,1.1,1.5,1.9,10.9
2,Bam Adebayo,Bam,Adebayo,PF,22,MIA,72,72,33.6,6.1,11,0.557,0,0.2,0.143,6.1,10.8,0.564,0.558,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9
3,LaMarcus Aldridge,LaMarcus,Aldridge,C,34,SAS,53,53,33.1,7.4,15,0.493,1.2,3,0.389,6.2,12,0.519,0.532,3,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9
4,Kyle Alexander,Kyle,Alexander,C,23,MIA,2,0,6.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0.5,1.5,0,0,0,0.5,0.5,1
5,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,SG,21,NOP,47,1,12.6,2.1,5.7,0.368,1,2.8,0.346,1.1,2.8,0.391,0.455,0.5,0.8,0.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7
6,Grayson Allen,Grayson,Allen,SG,24,MEM,38,0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.6,2.9,0.545,0.58,1,1.2,0.867,0.2,2,2.2,1.4,0.3,0.1,0.9,1.4,8.7
7,Jarrett Allen,Jarrett,Allen,C,21,BRK,70,64,26.5,4.3,6.6,0.649,0,0.1,0,4.3,6.6,0.658,0.649,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1
8,Kadeem Allen,Kadeem,Allen,PG,27,NYK,10,0,11.7,1.9,4.4,0.432,0.5,1.6,0.313,1.4,2.8,0.5,0.489,0.7,1.1,0.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5
9,Al-Farouq Aminu,Al-Farouq,Aminu,PF,29,ORL,18,2,21.1,1.4,4.8,0.291,0.5,2,0.25,0.9,2.8,0.32,0.343,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1,0.4,0.9,1.5,4.3
10,Justin Anderson,Justin,Anderson,SG,26,BRK,10,1,10.7,1,3.8,0.263,0.6,2.9,0.207,0.4,0.9,0.444,0.342,0.2,0.4,0.5,0.1,2,2.1,0.8,0,0.6,0.4,1.3,2.8
11,Kyle Anderson,Kyle,Anderson,SF,26,MEM,67,28,19.9,2.3,4.9,0.474,0.4,1.3,0.282,2,3.7,0.541,0.511,0.8,1.2,0.667,0.9,3.4,4.3,2.4,0.8,0.6,1,1.7,5.8
12,Ryan Anderson,Ryan,Anderson,C,31,HOU,2,0,7,1,3.5,0.286,0.5,2.5,0.2,0.5,1,0.5,0.357,0,0,,0,3.5,3.5,1,0.5,0,0.5,0.5,2.5
13,Giannis Antetokounmpo,Giannis,Antetokounmpo,PF,25,MIL,63,63,30.4,10.9,19.7,0.553,1.4,4.7,0.304,9.5,15,0.631,0.589,6.3,10,0.633,2.2,11.4,13.6,5.6,1,1,3.7,3.1,29.5
14,Kostas Antetokounmpo,Kostas,Antetokounmpo,PF,22,LAL,5,0,4,0.6,0.6,1,0,0,,0.6,0.6,1,1,0.2,0.4,0.5,0.4,0.2,0.6,0.4,0,0,0.2,0.4,1.4
15,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,SF,27,MIL,20,2,6.5,1.2,2.4,0.5,0,0.5,0,1.2,1.9,0.632,0.5,0.4,0.9,0.412,0.6,0.6,1.2,0.8,0.4,0.1,0.6,0.9,2.8
16,Carmelo Anthony,Carmelo,Anthony,PF,35,POR,58,58,32.8,5.8,13.5,0.43,1.5,3.9,0.385,4.3,9.6,0.448,0.485,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,15.4
17,OG Anunoby,OG,Anunoby,SF,22,TOR,69,68,29.9,4.1,8.2,0.505,1.3,3.3,0.39,2.9,4.9,0.583,0.584,1,1.5,0.706,1.2,4.1,5.3,1.6,1.4,0.7,1.1,2.4,10.6
18,Ryan Arcidiacono,Ryan,Arcidiacono,PG,25,CHI,58,4,16,1.6,3.8,0.409,0.9,2.4,0.391,0.6,1.4,0.439,0.532,0.5,0.7,0.711,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,4.5
19,Trevor Ariza,Trevor,Ariza,SF,34,TOT,53,21,28.2,2.7,6.1,0.438,1.5,3.9,0.372,1.2,2.2,0.556,0.557,1.2,1.4,0.838,0.6,4,4.6,1.7,1.3,0.3,1.1,2.1,8
19,Trevor Ariza,Trevor,Ariza,SF,34,SAC,32,0,24.7,2,5.2,0.388,1.3,3.8,0.352,0.7,1.3,0.488,0.518,0.7,0.8,0.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2,6
19,Trevor Ariza,Trevor,Ariza,SF,34,POR,21,21,33.4,3.7,7.6,0.491,1.6,4,0.4,2.1,3.5,0.595,0.597,2,2.2,0.872,0.6,4.1,4.8,2,1.6,0.4,1.3,2.3,11
20,D.J. Augustin,D.J.,Augustin,PG,32,ORL,57,13,24.9,3.2,8.1,0.399,1.2,3.5,0.348,2,4.6,0.438,0.475,2.8,3.2,0.89,0.4,1.8,2.1,4.6,0.6,0,1.5,1.3,10.5
21,Deandre Ayton,Deandre,Ayton,C,21,PHO,38,32,32.5,8.2,14.9,0.546,0.1,0.3,0.231,8.1,14.6,0.553,0.548,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2
22,Dwayne Bacon,Dwayne,Bacon,SG,24,CHO,39,11,17.6,2.2,6.3,0.348,0.5,1.7,0.284,1.7,4.5,0.373,0.387,0.9,1.4,0.66,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7
23,Marvin Bagley III,Marvin,Bagley III,C,20,SAC,13,6,25.7,6,12.8,0.467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2
24,Lonzo Ball,Lonzo,Ball,PG,22,NOP,63,54,32.1,4.4,10.9,0.403,2.3,6.3,0.375,2,4.6,0.442,0.511,0.7,1.2,0.566,1.1,5,6.1,7,1.4,0.6,3.1,2,11.8
25,Mo Bamba,Mo,Bamba,C,21,ORL,62,0,14.2,2.1,4.6,0.462,0.6,1.7,0.346,1.5,2.9,0.531,0.526,0.5,0.7,0.674,1.6,3.3,4.9,0.7,0.4,1.4,0.7,1.9,5.4
26,J.J. Barea,J.J.,Barea,PG,35,DAL,29,6,15.5,2.9,7.1,0.411,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7
27,Harrison Barnes,Harrison,Barnes,PF,27,SAC,72,72,34.5,5.1,11,0.46,1.4,3.7,0.381,3.7,7.3,0.501,0.525,3,3.7,0.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5
28,RJ Barrett,RJ,Barrett,SG,19,NYK,56,55,30.4,5.2,13,0.402,1.1,3.5,0.32,4.1,9.5,0.432,0.445,2.8,4.5,0.614,0.9,4.1,5,2.6,1,0.3,2.2,2.2,14.3
29,Will Barton,Will,Barton,SF,29,DEN,58,58,33,5.7,12.7,0.45,1.9,5,0.375,3.9,7.8,0.498,0.523,1.8,2.3,0.767,1.3,5,6.3,3.7,1.1,0.5,1.5,2.1,15.1
30,Keita Bates-Diop,Keita,Bates-Diop,PF-SF,24,TOT,44,0,16.9,2.3,5.3,0.427,0.8,2.3,0.33,1.5,3,0.504,0.5,1.2,1.7,0.72,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1,6.5
30,Keita Bates-Diop,Keita,Bates-Diop,PF,24,MIN,37,0,17.5,2.4,5.6,0.422,0.8,2.5,0.33,1.5,3,0.5,0.498,1.2,1.8,0.708,0.6,2.4,3,0.8,0.5,0.5,0.4,1,6.8
30,Keita Bates-Diop,Keita,Bates-Diop,SF,24,DEN,7,0,14,1.9,4,0.464,0.4,1.3,0.333,1.4,2.7,0.526,0.518,1.1,1.4,0.8,0.6,1.9,2.4,0,0.3,0.6,0.4,1,5.3
31,Nicolas Batum,Nicolas,Batum,SF,31,CHO,22,3,23,1.3,3.7,0.346,0.6,2.2,0.286,0.6,1.5,0.438,0.432,0.4,0.5,0.9,1.1,3.4,4.5,3,0.8,0.4,1,1.9,3.6
32,Aron Baynes,Aron,Baynes,C,33,PHO,42,28,22.2,4.4,9.1,0.48,1.4,4,0.351,3,5.1,0.582,0.558,1.3,1.8,0.747,1.7,4,5.6,1.6,0.2,0.5,1.2,3.4,11.5
33,Kent Bazemore,Kent,Bazemore,SF,30,TOT,68,21,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.453,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8
33,Kent Bazemore,Kent,Bazemore,SF,30,POR,43,21,25.8,2.6,7.6,0.347,1.3,4,0.327,1.3,3.6,0.368,0.433,1.3,1.7,0.806,0.3,3.7,4,1.4,1,0.7,1.4,2.8,7.9
33,Kent Bazemore,Kent,Bazemore,SF,30,SAC,25,0,23.1,3.5,8.3,0.418,1.1,2.9,0.384,2.4,5.4,0.437,0.486,2.2,3,0.733,0.6,4.3,4.9,1.3,1.2,0.4,1.2,3,10.3
34,Darius Bazley,Darius,Bazley,PF,19,OKC,61,9,18.5,2,5.2,0.394,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1,0.694,0.5,3.5,4,0.7,0.4,0.7,0.7,0.9,5.6
35,Bradley Beal,Bradley,Beal,SG,26,WAS,57,57,36,10.4,22.9,0.455,3,8.4,0.353,7.4,14.4,0.515,0.52,6.8,8,0.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5
36,Malik Beasley,Malik,Beasley,SG,23,TOT,55,14,22,4.1,9.7,0.425,1.9,5,0.388,2.2,4.7,0.465,0.525,1,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1,1.4,11.2
36,Malik Beasley,Malik,Beasley,SG,23,DEN,41,0,18.2,2.9,7.3,0.389,1.4,3.9,0.36,1.4,3.4,0.421,0.485,0.8,0.9,0.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9
36,Malik Beasley,Malik,Beasley,SG,23,MIN,14,14,33.1,7.9,16.6,0.472,3.5,8.2,0.426,4.4,8.4,0.517,0.577,1.5,2,0.75,0.6,4.4,5.1,1.9,0.6,0.1,1.5,1.9,20.7
37,Marco Belinelli,Marco,Belinelli,SG,33,SAS,57,0,15.5,2.2,5.5,0.392,1.2,3.1,0.376,1,2.4,0.412,0.498,0.8,1,0.828,0.1,1.6,1.7,1.2,0.2,0,0.3,0.8,6.3
38,Jordan Bell,Jordan,Bell,C,25,TOT,29,0,8.8,1.2,2.3,0.522,0.1,0.4,0.333,1.1,1.9,0.564,0.552,0.7,1.1,0.613,1,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2
38,Jordan Bell,Jordan,Bell,C,25,MIN,27,0,8.7,1.2,2.2,0.533,0.1,0.3,0.222,1.1,1.9,0.588,0.55,0.6,1.1,0.586,1,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
38,Jordan Bell,Jordan,Bell,C,25,MEM,2,0,10.5,1.5,3.5,0.429,1,1.5,0.667,0.5,2,0.25,0.571,1,1,1,1,0.5,1.5,1,0.5,0,1.5,1,5
39,DeAndre' Bembry,DeAndre',Bembry,SG,25,ATL,43,4,21.3,2.4,5.3,0.456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2,5.8
40,Dragan Bender,Dragan,Bender,PF-C,22,TOT,16,3,17.9,2.6,5.8,0.446,0.9,2.7,0.349,1.6,3.1,0.531,0.527,0.6,0.9,0.714,1,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7
40,Dragan Bender,Dragan,Bender,C,22,MIL,7,0,13,1.4,3,0.476,0.6,1.3,0.444,0.9,1.7,0.5,0.571,0.3,0.4,0.667,0,2.9,2.9,1.3,0,0.7,0.7,2.3,3.7
40,Dragan Bender,Dragan,Bender,PF,22,GSW,9,3,21.7,3.4,7.9,0.437,1.2,3.8,0.324,2.2,4.1,0.541,0.514,0.9,1.2,0.727,1.8,4.1,5.9,2.1,0.4,0.4,1.8,2.9,9
41,Dāvis Bertāns,Dāvis,Bertāns,PF,27,WAS,54,4,29.3,4.9,11.3,0.434,3.7,8.7,0.424,1.2,2.6,0.471,0.598,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4
42,Patrick Beverley,Patrick,Beverley,PG,31,LAC,51,50,26.3,2.9,6.7,0.431,1.6,4,0.388,1.3,2.6,0.496,0.548,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9
43,Khem Birch,Khem,Birch,C,27,ORL,48,24,19.2,1.5,3,0.51,0,0,0,1.5,3,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1,0.4,0.5,0.6,1.9,4.4
44,Goga Bitadze,Goga,Bitadze,C,20,IND,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2,0.4,0.2,0.7,0.5,1.2,3.2
45,Bismack Biyombo,Bismack,Biyombo,C,27,CHO,53,29,19.4,2.8,5.2,0.543,0,0,,2.8,5.2,0.543,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4
46,Nemanja Bjelica,Nemanja,Bjelica,PF,31,SAC,72,67,27.9,4.4,9.1,0.481,1.9,4.4,0.419,2.5,4.6,0.541,0.583,1,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3,11.5
47,Eric Bledsoe,Eric,Bledsoe,PG,30,MIL,61,61,27,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8,0.533,0.528,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9
48,Bogdan Bogdanović,Bogdan,Bogdanović,SG,27,SAC,61,28,29,5.5,12.6,0.44,2.7,7.2,0.372,2.8,5.3,0.532,0.547,1.4,1.9,0.741,0.4,3,3.4,3.4,1,0.2,1.7,2.2,15.1
49,Bojan Bogdanović,Bojan,Bogdanović,SF,30,UTA,63,63,33.1,6.6,14.8,0.447,3,7.3,0.414,3.6,7.6,0.479,0.548,4,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2
50,Bol Bol,Bol,Bol,PF,20,DEN,7,0,12.4,2,4,0.5,0.6,1.3,0.444,1.4,2.7,0.526,0.571,1.1,1.4,0.8,0.7,2,2.7,0.9,0.3,0.9,1.4,1.6,5.7
51,Jonah Bolden,Jonah,Bolden,C,24,TOT,7,0,6.7,0.6,1.6,0.364,0,0.6,0,0.6,1,0.571,0.364,0.3,0.6,0.5,0.4,0.9,1.3,0,0.4,0.3,0.3,1.4,1.4
51,Jonah Bolden,Jonah,Bolden,C,24,PHI,4,0,3.5,0.5,0.8,0.667,0,0.3,0,0.5,0.5,1,0.667,0,0.5,0,0,0.3,0.3,0,0.3,0,0.5,1,1
51,Jonah Bolden,Jonah,Bolden,C,24,PHO,3,0,11,0.7,2.7,0.25,0,1,0,0.7,1.7,0.4,0.25,0.7,0.7,1,1,1.7,2.7,0,0.7,0.7,0,2,2
52,Marques Bolden,Marques,Bolden,C,21,CLE,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,1,0,0,1,0
53,Jordan Bone,Jordan,Bone,PG,22,DET,10,0,5.3,0.5,2,0.25,0.2,1,0.2,0.3,1,0.3,0.3,0,0,,0,0.4,0.4,0.8,0.1,0,0.2,0.6,1.2
54,Isaac Bonga,Isaac,Bonga,SF,20,WAS,66,49,18.9,1.8,3.5,0.504,0.4,1.1,0.352,1.4,2.5,0.571,0.558,1,1.3,0.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5
55,Devin Booker,Devin,Booker,SG,23,PHO,70,70,35.9,9,18.3,0.489,2,5.7,0.354,6.9,12.6,0.549,0.544,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3,26.6
56,Chris Boucher,Chris,Boucher,C,27,TOR,62,0,13.2,2.3,4.8,0.472,0.6,1.9,0.322,1.7,2.9,0.569,0.535,1.5,1.9,0.784,1.7,2.7,4.5,0.4,0.4,1,0.5,1.8,6.6
57,Brian Bowen,Brian,Bowen,SF,21,IND,6,1,5.2,0.5,1.7,0.3,0,0.3,0,0.5,1.3,0.375,0.3,0,0,,0.2,1,1.2,0,0,0.2,0.2,0.5,1
58,Ky Bowman,Ky,Bowman,PG,22,GSW,45,12,22.6,3,7.1,0.417,0.7,2.4,0.308,2.2,4.8,0.472,0.469,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1,0.2,1.6,2.3,7.4
59,Avery Bradley,Avery,Bradley,SG,29,LAL,49,44,24.2,3.5,7.8,0.444,1.3,3.5,0.364,2.2,4.3,0.51,0.526,0.4,0.5,0.833,0.4,2,2.3,1.3,0.9,0.1,1,2.2,8.6
60,Tony Bradley,Tony,Bradley,C,22,UTA,58,3,11.4,2.2,3.3,0.667,0.1,0.1,1,2.1,3.2,0.661,0.675,0.5,0.8,0.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2,4.9
61,Jarrell Brantley,Jarrell,Brantley,PF,23,UTA,9,0,10.7,1.1,3.1,0.357,0.3,1.4,0.231,0.8,1.7,0.467,0.411,0.1,0.2,0.5,0.2,2,2.2,1.2,0.3,0.6,0.8,0.8,2.7
62,Ignas Brazdeikis,Ignas,Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,0.273,0.1,1,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0,0.1,0.2,0.3,1.9
63,Corey Brewer,Corey,Brewer,PF,33,SAC,5,0,6.6,0.4,0.8,0.5,0,0.2,0,0.4,0.6,0.667,0.5,0.2,0.6,0.333,0.4,1.2,1.6,0.4,0.8,0,0.4,1.4,1
64,Mikal Bridges,Mikal,Bridges,SF,23,PHO,73,32,28,3.4,6.6,0.51,1,2.7,0.361,2.4,4,0.61,0.583,1.4,1.7,0.844,0.9,3.1,4,1.8,1.4,0.6,1,2.2,9.1
65,Miles Bridges,Miles,Bridges,SF,21,CHO,65,64,30.7,4.9,11.6,0.424,1.5,4.6,0.33,3.4,7,0.486,0.489,1.6,2,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2,13
66,Oshae Brissett,Oshae,Brissett,SF,21,TOR,19,0,7.1,0.7,1.9,0.361,0.2,0.8,0.2,0.5,1.1,0.476,0.403,0.4,0.5,0.8,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9
67,Ryan Broekhoff,Ryan,Broekhoff,SF,29,DAL,17,1,10.6,1.3,3.5,0.373,1.2,3,0.392,0.1,0.5,0.25,0.542,0.4,0.5,0.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2
68,Malcolm Brogdon,Malcolm,Brogdon,PG,27,IND,54,54,30.9,6,13.8,0.438,1.4,4.3,0.326,4.6,9.5,0.488,0.489,3.1,3.4,0.892,0.9,4,4.9,7.1,0.6,0.2,2.4,1.8,16.5
69,Dillon Brooks,Dillon,Brooks,SG,24,MEM,73,73,28.9,6,14.6,0.407,2,5.6,0.358,3.9,9,0.438,0.476,2.2,2.8,0.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2
70,Bruce Brown,Bruce,Brown,PG,23,DET,58,43,28.2,3.4,7.7,0.443,0.6,1.7,0.344,2.8,6.1,0.47,0.48,1.5,2.1,0.739,1.1,3.7,4.7,4,1.1,0.5,1.7,2.8,8.9
71,Charlie Brown,Charlie,Brown,SG,22,ATL,10,0,4,0.6,1.9,0.316,0.3,0.9,0.333,0.3,1,0.3,0.395,0.5,0.5,1,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2
72,Jaylen Brown,Jaylen,Brown,SG,23,BOS,57,57,33.9,7.5,15.6,0.481,2.3,5.9,0.382,5.2,9.6,0.543,0.554,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3
73,Moses Brown,Moses,Brown,C,20,POR,9,0,3.7,0.4,1.1,0.4,0,0,,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
74,Sterling Brown,Sterling,Brown,SF,24,MIL,52,1,14.8,1.8,4.9,0.371,0.8,2.6,0.324,1,2.3,0.425,0.457,0.6,0.8,0.8,0.6,2.9,3.5,1,0.6,0.1,0.8,1,5.1
75,Troy Brown Jr.,Troy,Brown Jr.,SF,20,WAS,69,22,25.8,4,9,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4
76,Jalen Brunson,Jalen,Brunson,PG,23,DAL,57,16,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2,2.4,3.3,0.4,0.1,1.2,1.3,8.2
77,Thomas Bryant,Thomas,Bryant,C,22,WAS,46,36,24.9,5.3,9.1,0.581,0.8,2,0.407,4.5,7.1,0.63,0.626,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2
78,Reggie Bullock,Reggie,Bullock,SG,28,NYK,29,19,23.6,3.1,7.7,0.402,1.3,3.8,0.333,1.8,3.9,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1
79,Trey Burke,Trey,Burke,PG,27,TOT,33,1,15.8,2.8,6.3,0.45,1,2.3,0.427,1.9,4.1,0.463,0.526,0.7,0.9,0.793,0.5,1,1.5,2.5,0.5,0.1,0.6,1,7.4
79,Trey Burke,Trey,Burke,PG,27,PHI,25,0,13.2,2.4,5.1,0.465,0.6,1.5,0.421,1.7,3.6,0.483,0.528,0.5,0.7,0.722,0.6,0.8,1.4,2.1,0.3,0,0.5,0.8,5.9
79,Trey Burke,Trey,Burke,PG,27,DAL,8,1,23.9,4.4,10.3,0.427,2,4.6,0.432,2.4,5.6,0.422,0.524,1.3,1.4,0.909,0.1,1.8,1.9,3.8,1.1,0.1,1.1,1.5,12
80,Alec Burks,Alec,Burks,SF-SG,28,TOT,66,19,26.6,4.9,11.6,0.418,1.8,4.6,0.385,3.1,7.1,0.439,0.493,3.6,4,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15
80,Alec Burks,Alec,Burks,SF,28,GSW,48,18,29,5.1,12.5,0.406,1.8,4.7,0.375,3.3,7.9,0.424,0.476,4.2,4.7,0.897,0.8,3.9,4.7,3.1,1,0.4,1.6,2.2,16.1
80,Alec Burks,Alec,Burks,SG,28,PHI,18,1,20.2,4.3,9.3,0.461,1.8,4.3,0.416,2.5,5,0.5,0.557,1.9,2.3,0.829,0.6,2.5,3.1,2.1,0.7,0,0.8,1.2,12.2
81,Deonte Burton,Deonte,Burton,SF,26,OKC,39,0,9.1,1.1,3.2,0.344,0.3,1.4,0.189,0.8,1.8,0.458,0.384,0.2,0.4,0.571,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7
